"","Sample_3TR","Sample_9TR","Sample_21TR","Sample_24TR","Sample_31TR","Sample_32TR","Sample_38TR","Sample_41TR","Sample_43TR","Sample_49TR","Sample_50TR"
"ENSG00000015532.9",1006,881,788,796,1026,889,1124,628,974,1226,1127
"ENSG00000015568.12",30,76,68,68,21,15,14,13,24,7,42
"ENSG00000015592.16",2,3,2,5,1,4,3,1,4,6,2
"ENSG00000015676.17",1848,1561,2055,1666,1875,2105,1971,1559,1885,2394,2133
"ENSG00000016082.14",6,6,5,5,5,4,7,3,4,1,0
"ENSG00000016391.10",33,33,16,46,94,15,17,29,102,18,13
"ENSG00000016402.13",37,53,4,69,88,2,9,51,181,38,30
"ENSG00000016490.15",0,0,0,0,0,0,1,0,0,0,0
"ENSG00000016602.9",0,0,1,0,0,0,0,0,0,0,0
"ENSG00000016864.18",1188,1048,720,687,950,1121,1138,913,1163,1055,1014
"ENSG00000017260.19",1917,2280,1716,1900,2295,2782,1828,1767,2089,1775,2094
"ENSG00000017427.15",38204,3820,4804,3766,5725,14696,17313,5019,9097,16592,9706
"ENSG00000017483.14",51,114,58,171,133,197,66,77,75,86,71
"ENSG00000017797.12",2695,3148,3809,3501,3738,4104,2924,2074,3968,4387,3966
"ENSG00000018189.12",1467,1028,909,1182,967,1378,1071,818,808,1042,1033
"ENSG00000018236.14",489,71,74,65,136,105,170,213,176,193,162
"ENSG00000018280.16",173,2008,740,1028,554,1614,216,759,166,175,390
"ENSG00000018408.14",7817,6433,9433,9588,8664,12705,7669,4627,7816,10703,10987
"ENSG00000018510.13",2404,1677,1669,1298,1689,2923,1692,1017,1769,2084,2110
"ENSG00000018607.6",0,1,0,0,1,1,1,0,0,1,2
"ENSG00000018610.13",369,326,355,252,332,374,280,287,399,359,354
"ENSG00000018625.14",1020,45,72,50,62,25,144,52,129,129,183
"ENSG00000018699.11",442,406,299,295,276,549,323,280,358,408,406
"ENSG00000018869.16",120,79,69,44,91,99,66,55,65,75,78
"ENSG00000019102.11",32,21,5,20,40,17,16,12,37,16,8
"ENSG00000019144.18",7198,3336,5188,3907,4991,5131,7707,4226,4580,5130,5086
"ENSG00000019169.10",157,1116,228,569,108,1004,1561,218,356,437,231
"ENSG00000019186.9",0,10,2,28,17,2,1,19,6,0,0
"ENSG00000019485.13",1168,327,624,460,517,683,684,333,510,1178,696
"ENSG00000019505.7",19,2,0,3,4,16,8,12,6,2,3
"ENSG00000019549.9",6250,654,1099,1059,1748,876,2722,773,1652,2067,1714
"ENSG00000019582.14",12773,17964,15031,11279,21543,13860,18056,32247,34872,12913,17075
"ENSG00000019991.15",405,635,389,216,275,421,222,159,541,291,695
"ENSG00000019995.6",2249,1761,2130,1909,1959,2433,1671,1429,1759,2007,2039
"ENSG00000020129.15",1136,896,1126,759,979,1387,1457,666,1091,1296,1592
"ENSG00000020181.17",12062,5729,5813,6830,7981,6842,12253,4842,8160,13528,14341
"ENSG00000020219.9",0,1,0,0,0,0,0,0,1,2,2
"ENSG00000020256.19",539,368,400,309,431,411,448,271,505,561,464
"ENSG00000020426.10",287,248,237,308,243,466,232,219,222,272,286
"ENSG00000020577.13",8853,12390,26559,24967,20491,33188,10359,7180,9089,15956,22897
"ENSG00000020633.18",84,106,77,146,139,92,82,259,123,59,102
"ENSG00000020922.12",848,565,570,557,596,846,627,445,622,666,616
"ENSG00000021300.13",46,33,86,43,41,18,39,16,52,45,61
"ENSG00000021355.12",603,1262,814,735,773,1608,714,736,937,700,796
"ENSG00000021461.16",0,1,0,4,0,0,0,0,2,3,3
"ENSG00000021488.12",3,6,1,1,12,7,2,1,11,4,10
"ENSG00000021574.11",728,653,521,564,598,870,583,439,566,655,586
"ENSG00000021645.18",1577,730,1510,1659,818,898,1651,1328,721,6103,2129
"ENSG00000021762.19",2121,1717,1726,2138,2578,2381,2920,1879,1872,1900,1985
"ENSG00000021776.10",2154,1651,1291,1089,1398,2091,1444,1022,1530,1521,1554
"ENSG00000021826.14",163,98,99,60,121,83,130,71,109,235,106
"ENSG00000021852.12",0,0,0,2,2,1,0,0,0,0,0
"ENSG00000022267.16",37214,12011,33043,14755,19229,22514,20686,13896,19265,44756,36791
"ENSG00000022277.12",1735,1322,1803,1378,1602,1990,1728,1059,1583,1953,1944
"ENSG00000022355.16",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000022556.15",1,764,39,37,227,34,13,18,1168,16,15
"ENSG00000022567.9",528,421,344,531,569,392,369,378,970,874,523
"ENSG00000022840.15",4561,4222,5473,4485,5184,6363,4802,3067,4818,5939,5885
"ENSG00000022976.15",218,204,182,175,216,232,204,168,174,265,253
"ENSG00000023041.11",776,767,650,612,775,960,622,490,684,700,702
"ENSG00000023171.16",80,421,93,280,326,476,160,420,453,109,138
"ENSG00000023191.16",4368,2848,4634,3406,4265,4579,5466,3533,4092,5683,5081
"ENSG00000023228.13",3967,3077,2937,2193,3128,3713,3244,2229,3095,3883,3787
"ENSG00000023287.12",2638,2762,2374,2310,2327,3547,1961,1691,2166,2480,2375
"ENSG00000023318.7",1767,1805,1327,1290,1606,2422,1417,1424,1677,1418,1592
"ENSG00000023330.14",722,809,806,695,720,1117,722,468,669,776,907
"ENSG00000023445.13",239,799,188,269,470,206,126,325,297,172,173
"ENSG00000023516.8",5837,3689,4102,3692,4138,5538,3716,3171,4158,5438,5205
"ENSG00000023572.8",153,198,207,137,201,333,143,118,160,172,262
"ENSG00000023608.4",196,276,217,291,234,315,153,137,183,169,228
"ENSG00000023697.12",605,421,431,386,452,572,498,450,474,486,479
"ENSG00000023734.10",2697,2665,3138,2174,3347,5196,2447,1856,2425,2953,3557
"ENSG00000023839.10",12,25,15,12,19,23,17,8,17,20,22
"ENSG00000023892.10",79,301,151,204,166,246,126,116,238,111,157
"ENSG00000023902.13",1668,2132,3965,4851,2969,5679,2771,1844,2211,2265,3491
"ENSG00000023909.9",281,459,450,430,346,643,456,288,344,419,461
"ENSG00000024048.10",2647,2402,1980,1766,2209,3026,2165,1689,2253,2408,2404
"ENSG00000024422.11",21544,12164,20077,15101,16659,19236,21947,10637,14756,24771,23947
"ENSG00000024526.16",25,42,74,34,51,71,48,18,58,74,71
"ENSG00000024862.17",274,241,207,195,249,224,260,215,313,273,272
"ENSG00000025039.14",114,492,162,532,357,183,159,295,258,230,220
"ENSG00000025156.12",410,216,274,184,225,345,241,146,264,339,307
"ENSG00000025293.16",2443,1667,2359,2019,1810,2938,1850,1491,1688,2357,2120
"ENSG00000025423.11",1648,585,895,964,966,1257,1364,689,1123,1730,1493
"ENSG00000025434.18",131,203,99,141,190,142,245,145,274,123,147
"ENSG00000025708.13",359,2567,1550,1703,1608,2616,1535,1414,1186,474,1471
"ENSG00000025770.18",526,447,430,428,474,573,529,348,475,585,574
"ENSG00000025772.7",239,406,355,231,385,530,231,228,509,264,315
"ENSG00000025796.13",3839,3367,2640,2352,3015,5062,2782,2274,3304,3620,2919
"ENSG00000025800.13",5341,4623,5689,3488,4721,6426,5158,3687,5193,6028,6395
"ENSG00000026025.15",61416,44885,30936,36463,53159,51362,63030,55784,36674,38802,44692
"ENSG00000026036.21",55,50,29,52,38,60,45,33,21,25,25
"ENSG00000026103.21",334,836,812,394,518,520,377,637,520,294,701
"ENSG00000026297.15",666,888,548,1065,1101,545,690,845,1186,734,765
"ENSG00000026508.17",37213,29603,43495,20550,25738,40190,26034,26115,20741,24127,33803
"ENSG00000026559.13",2478,125,32,75,306,557,418,92,353,373,160
"ENSG00000026652.13",949,385,616,484,517,684,639,566,475,620,528
"ENSG00000026751.16",38,48,32,75,53,15,30,81,72,26,68
"ENSG00000026950.16",1047,621,530,369,777,511,782,631,774,975,663
"ENSG00000027001.9",355,305,383,275,396,467,352,270,360,406,500
"ENSG00000027075.14",1031,564,670,925,806,971,823,654,742,471,592
"ENSG00000027644.4",44,32,40,48,67,23,83,54,57,27,83
"ENSG00000027697.13",1431,2901,1464,1362,1900,2462,1458,1949,2175,1374,1338
"ENSG00000027847.13",436,614,417,406,560,562,468,330,620,454,533
"ENSG00000027869.11",26,83,46,84,111,36,55,113,73,27,67
"ENSG00000028116.16",634,522,583,463,481,840,445,362,528,564,592
"ENSG00000028137.18",932,3121,1505,2024,2025,2171,1485,1700,1776,1270,1538
"ENSG00000028203.17",1533,1505,1624,1431,1718,2597,1374,1226,1521,1967,1796
"ENSG00000028277.21",100,316,202,148,229,175,187,149,241,218,331
"ENSG00000028310.17",796,735,644,627,640,895,704,543,617,759,691
"ENSG00000028528.14",7668,3569,5109,4513,4564,4807,5892,3273,4712,6809,5514
"ENSG00000028839.9",333,264,185,166,222,384,189,155,222,232,231
"ENSG00000029153.14",278,769,1129,1024,740,2096,499,501,713,532,1137
"ENSG00000029363.16",3636,2400,2011,1951,2414,4225,2175,1920,2430,2510,2415
"ENSG00000029364.11",2700,2404,1908,1442,2093,2905,1993,1598,2302,2450,2195
"ENSG00000029534.19",81,66,33,98,92,108,82,74,108,170,79
"ENSG00000029559.6",0,0,0,0,1,0,0,0,1,0,0
"ENSG00000029639.10",144,149,130,120,159,180,140,99,114,133,179
"ENSG00000029725.16",3343,2915,3522,3235,3087,4078,2943,2102,3129,3321,3627
"ENSG00000029993.14",305,7187,403,223,1198,536,221,203,4533,351,367
"ENSG00000030066.13",1304,1261,1189,1018,1173,2189,1043,979,1186,1068,1330
"ENSG00000030110.12",303,492,617,391,524,692,403,356,365,469,565
"ENSG00000030304.13",2,7,0,5,7,0,4,0,2,1,1
"ENSG00000030419.16",135,234,118,213,222,130,103,227,220,110,104
"ENSG00000030582.17",6010,7076,6381,4282,6222,5150,8287,7763,10940,8719,7654
"ENSG00000031003.10",3895,1810,2391,1597,2300,3187,2496,1456,2558,4310,3356
"ENSG00000031081.10",2231,3519,1814,1166,2183,2552,2116,1861,3188,2017,1729
"ENSG00000031691.6",73,67,65,38,68,134,50,37,62,37,81
"ENSG00000031698.12",2316,2686,2283,2155,2453,3713,2424,1763,3358,2477,2568
"ENSG00000031823.14",1642,1254,1157,1069,1288,1437,1578,995,1500,1732,1443
"ENSG00000032219.18",1237,914,855,1021,838,1080,856,709,940,1198,963
"ENSG00000032389.12",277,328,363,298,356,482,275,198,269,305,343
"ENSG00000032444.15",1319,2354,2179,1405,2056,2452,1936,1329,1928,1916,2163
"ENSG00000032742.17",477,221,223,255,225,348,299,197,216,341,219
"ENSG00000033011.11",402,465,437,259,468,542,473,274,394,434,490
"ENSG00000033030.13",515,447,320,481,390,588,385,382,409,384,358
"ENSG00000033050.7",1085,1250,1344,949,1234,1968,1188,806,1028,1264,1354
"ENSG00000033100.16",1798,2699,1984,1275,2464,2940,2058,2064,2013,2414,2407
"ENSG00000033122.18",36,5,4,18,10,1,5,4,12,4,12
"ENSG00000033170.16",880,1492,831,567,1212,1869,862,784,954,895,1102
"ENSG00000033178.12",1310,1432,830,1009,957,2035,857,773,931,920,999
"ENSG00000033327.12",3411,2633,2654,4640,3643,4636,3049,2157,3017,3644,2822
"ENSG00000033627.16",1771,2081,2151,2239,1959,2376,2048,2118,1871,1879,1863
"ENSG00000033800.13",1852,1387,1071,1044,1129,1463,1251,940,1444,1641,1369
"ENSG00000033867.16",1102,2389,1241,1139,1381,2917,829,987,1898,862,1154
"ENSG00000034053.14",51,303,71,238,177,70,197,425,263,35,41
"ENSG00000034152.18",788,1572,1564,804,1322,1895,806,999,1196,1299,1160
"ENSG00000034239.10",192,24,17,34,53,37,122,41,101,74,44
"ENSG00000034510.5",11101,14343,13236,13666,17334,21830,14120,11485,14437,12722,14032
"ENSG00000034533.11",210,127,86,77,132,158,136,89,156,140,111
"ENSG00000034677.12",2568,1594,1526,1589,1606,2318,1894,1665,1712,2407,2001
"ENSG00000034693.14",316,228,220,183,214,325,260,184,278,315,276
"ENSG00000034713.7",1634,1346,1744,1481,1810,2440,1417,1303,1375,1633,1786
"ENSG00000034971.16",46,24,8,18,154,2,119,184,9,80,6
"ENSG00000035115.21",538,547,245,356,392,379,371,275,543,379,292
"ENSG00000035141.7",379,487,378,262,410,473,362,285,404,564,488
"ENSG00000035403.17",34356,17361,32802,20809,18026,33265,30270,16697,25624,46247,36132
"ENSG00000035499.12",13,14,9,11,14,49,8,13,15,4,17
"ENSG00000035664.11",134,122,52,178,73,122,75,87,75,64,88
"ENSG00000035681.7",1039,1236,1155,1096,1235,1512,1016,789,965,1251,1280
"ENSG00000035687.9",940,1197,909,816,1004,1669,832,723,1073,1040,1098
"ENSG00000035720.7",4,0,4,10,7,12,8,10,21,10,10
"ENSG00000035862.12",73838,48621,35866,30287,43673,43346,62261,49276,68392,57126,47322
"ENSG00000035928.15",2182,1590,1513,1713,1770,2608,1789,1170,1719,2354,1838
"ENSG00000036054.12",997,1376,1077,960,1038,1798,788,950,963,924,1160
"ENSG00000036257.12",1991,1961,1560,1270,1623,2793,1466,1150,1681,1587,1715
"ENSG00000036448.9",147,28,21,37,74,32,73,38,84,50,70
"ENSG00000036473.6",24,2,1,1,5,15,10,7,1,0,3
"ENSG00000036530.8",142,43,108,85,53,58,77,38,46,110,62
"ENSG00000036549.12",1416,1210,1099,988,1097,1640,1148,661,1166,1304,1189
"ENSG00000036565.14",0,0,0,0,0,0,0,1,0,0,0
"ENSG00000036672.15",252,149,482,144,183,375,106,131,113,330,340
"ENSG00000036828.15",1,0,0,0,1,0,0,1,2,0,1
"ENSG00000037042.8",527,369,366,318,399,322,545,279,447,889,434
"ENSG00000037241.7",265,253,372,270,393,750,279,221,239,364,367
"ENSG00000037280.15",1674,1393,1044,2181,1903,2754,2213,1742,1436,616,641
"ENSG00000037474.14",1192,1264,1004,932,968,1696,976,743,1087,1150,1251
"ENSG00000037637.10",2435,1203,1232,1711,1270,1400,1659,1150,1381,2892,1678
"ENSG00000037749.11",850,876,568,638,819,1255,571,588,708,613,603
"ENSG00000037757.13",489,313,242,269,408,376,405,267,234,459,307
"ENSG00000037897.16",156,265,196,138,211,402,138,121,121,139,142
"ENSG00000037965.5",5,1,1,1,1,5,0,1,2,32,6
"ENSG00000038002.8",218,267,307,193,353,328,287,226,430,445,203
"ENSG00000038210.12",157,143,182,150,161,349,146,96,172,210,187
"ENSG00000038219.12",4700,3743,3010,3216,3106,4114,3339,2536,3453,4147,3373
"ENSG00000038274.16",1031,903,839,769,918,1260,931,828,1026,1016,941
"ENSG00000038295.7",488,303,579,381,523,828,280,196,273,309,234
"ENSG00000038358.14",841,900,878,659,918,1268,959,583,874,1073,1118
"ENSG00000038382.18",7124,9311,9005,10013,6465,12793,7696,5764,8001,9145,10154
"ENSG00000038427.15",18361,31820,16675,20590,38684,51291,26257,31119,22206,10227,21110
"ENSG00000038532.14",1176,1314,1154,1152,1231,1389,1140,899,1215,1181,1272
"ENSG00000038945.14",273,3320,1477,1716,1700,2656,963,1964,1841,910,1538
"ENSG00000039068.18",7,2686,4,265,814,1,15,326,3081,6,10
"ENSG00000039123.15",1672,1282,988,999,1133,2302,1052,849,1163,1152,1140
"ENSG00000039139.9",29,174,197,111,166,114,134,125,214,59,164
"ENSG00000039319.16",3058,1903,1418,1424,1682,2689,1676,1650,1569,1805,1955
"ENSG00000039523.19",3660,3498,3537,3168,3504,4148,3913,2559,3217,4366,3595
"ENSG00000039537.13",32,2,8,12,3,4,5,2,19,30,7
"ENSG00000039560.13",7598,8556,20981,19387,17193,30426,7002,7351,7928,13229,20030
"ENSG00000039600.10",7,16,13,7,99,16,9,3,25,11,12
"ENSG00000039650.11",403,432,356,424,394,472,398,349,332,361,409
"ENSG00000039987.6",0,2,1,0,0,0,0,0,2,0,1
"ENSG00000040199.18",1052,670,734,565,716,1205,819,571,655,1123,850
"ENSG00000040275.16",168,196,198,170,203,373,128,120,159,199,213
"ENSG00000040341.17",952,693,866,784,832,1061,795,534,880,1175,1027
"ENSG00000040487.12",180,209,222,186,244,285,189,183,243,221,210
"ENSG00000040531.14",346,469,304,236,470,473,422,337,427,368,373
"ENSG00000040608.13",25,53,38,30,60,20,43,114,204,20,40
"ENSG00000040633.12",968,742,799,653,861,1135,1034,591,798,1101,913
"ENSG00000040731.10",25,3,1,1,1,0,0,0,11,5,6
"ENSG00000040933.15",1344,1089,1181,984,862,1273,1128,985,955,1395,1198
"ENSG00000041353.9",74,80,23,41,52,72,51,48,67,58,34
"ENSG00000041357.15",1500,1351,1347,888,1487,2424,1310,903,1312,1517,1426
"ENSG00000041515.15",80,203,253,269,262,268,309,159,175,115,276
"ENSG00000041802.10",845,852,846,659,795,1271,740,514,757,841,888
"ENSG00000041880.14",320,291,334,321,369,299,423,231,356,477,302
"ENSG00000041982.15",114621,157746,159801,81215,79090,236898,100401,83786,85222,118079,190153
"ENSG00000041988.15",226,198,181,167,225,189,252,159,222,210,219
"ENSG00000042062.11",384,314,63,226,180,221,147,113,145,81,88
"ENSG00000042088.13",209,316,207,224,261,391,238,144,265,220,200
"ENSG00000042286.14",259,346,438,412,402,557,436,362,322,615,507
"ENSG00000042304.11",0,0,1,0,0,0,0,0,0,0,0
"ENSG00000042317.16",405,174,228,230,205,201,171,149,275,289,191
"ENSG00000042429.11",239,190,130,167,169,243,164,136,157,163,134
"ENSG00000042445.13",1291,1191,1219,800,1182,1017,1413,1036,1189,1389,1359
"ENSG00000042493.15",973,1117,618,349,842,448,950,883,1560,958,671
"ENSG00000042753.11",1077,1145,1604,1044,1619,2419,1143,833,1134,1361,1728
"ENSG00000042781.12",1,1,0,0,0,0,0,1,3,1,3
"ENSG00000042813.7",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000042832.11",34,218,34,162,132,85,69,84,72,74,81
"ENSG00000042980.12",55,545,49,251,247,126,32,204,491,54,113
"ENSG00000043039.6",0,0,0,0,3,0,1,4,17,0,0
"ENSG00000043093.13",1470,935,782,659,868,1543,871,607,905,1346,1088
"ENSG00000043143.20",1545,2089,948,655,1455,1181,1680,1124,1602,1531,1168
"ENSG00000043355.11",0,9,0,2,3,1,1,0,7,3,0
"ENSG00000043462.11",596,1377,771,710,725,779,611,810,738,493,741
"ENSG00000043514.15",399,434,384,552,420,710,436,314,496,459,390
"ENSG00000043591.5",1,25,6,12,13,12,39,11,30,18,16
"ENSG00000044012.3",0,1,0,0,0,0,0,0,1,0,0
"ENSG00000044090.8",1440,1047,1055,713,1179,1083,1296,956,1117,1402,1336
"ENSG00000044115.20",9260,7987,10101,8945,9651,13815,9343,6912,9632,10420,10804
"ENSG00000044446.11",686,482,297,308,406,348,391,281,500,422,338
"ENSG00000044459.14",686,382,397,351,403,725,401,280,326,490,385
"ENSG00000044524.10",1218,361,747,547,248,458,317,325,531,492,983
"ENSG00000044574.7",13598,30415,16536,11595,17028,30748,11241,10834,13853,9655,14474
"ENSG00000046604.12",130,3551,18,92,566,63,35,187,3877,21,106
"ENSG00000046647.13",474,231,371,270,334,349,331,186,323,450,375
"ENSG00000046651.14",602,371,417,506,472,579,480,349,457,545,498
"ENSG00000046653.14",455,48,77,21,117,116,49,35,84,48,108
"ENSG00000046774.9",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000046889.18",1293,735,910,876,1111,1411,641,812,676,813,918
"ENSG00000047056.14",655,704,469,468,625,970,587,613,551,590,603
"ENSG00000047188.15",863,718,605,648,609,1089,660,530,689,721,726
"ENSG00000047230.14",517,308,300,310,369,399,402,280,432,524,404
"ENSG00000047249.17",897,904,1038,798,963,1119,923,765,996,1179,1242
"ENSG00000047315.15",2417,2070,1807,1416,1970,2723,1920,1380,2192,2075,2086
"ENSG00000047346.12",1061,802,524,544,526,697,612,750,565,869,522
"ENSG00000047365.11",447,1067,656,629,504,1097,320,362,780,399,612
"ENSG00000047410.13",5406,4202,4208,4012,4189,6265,4243,3191,4331,4539,4169
"ENSG00000047457.13",45,972,204,2003,4635,63,61,1763,3557,133,101
"ENSG00000047578.12",917,1091,969,790,948,1252,982,787,990,1028,1100
"ENSG00000047579.19",392,353,463,459,481,545,446,276,410,575,469
"ENSG00000047597.5",92,57,132,38,59,74,45,34,71,157,117
"ENSG00000047617.14",427,160,328,414,274,244,219,123,192,128,292
"ENSG00000047621.11",540,624,578,412,489,827,482,346,516,490,684
"ENSG00000047634.14",253,245,260,251,281,619,209,152,151,200,299
"ENSG00000047644.18",3500,3117,2281,1706,2446,2949,2497,1724,3590,2540,2213
"ENSG00000047648.21",1884,547,1209,731,925,861,1671,652,1079,2533,1557
"ENSG00000047662.4",7,3,1,5,5,2,0,2,5,3,1
"ENSG00000047849.21",25504,17532,30222,31345,26434,35631,28752,14971,23728,34112,34930
"ENSG00000047932.13",1186,1094,719,694,923,1961,820,753,828,865,915
"ENSG00000047936.10",1,364,2,98,1678,5,161,1652,249,2,39
"ENSG00000048028.11",676,591,411,833,547,621,506,311,551,615,543
"ENSG00000048052.21",1641,659,2000,894,754,943,825,492,905,2253,1419
"ENSG00000048140.17",537,772,679,505,740,975,631,583,779,577,831
"ENSG00000048162.20",204,355,366,240,378,795,263,161,212,216,300
"ENSG00000048342.15",1514,423,687,418,592,498,1018,481,754,1301,1009
"ENSG00000048392.11",603,833,648,588,657,947,489,613,804,595,762
"ENSG00000048405.9",1229,1266,868,737,884,1640,861,639,877,1058,988
"ENSG00000048462.10",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000048471.13",2279,1366,1448,1296,1778,1558,2487,1527,1990,2488,1977
"ENSG00000048540.14",3470,586,891,362,582,1879,2334,694,823,3294,2510
"ENSG00000048544.5",909,922,699,569,805,1135,719,515,758,785,854
"ENSG00000048545.13",0,2,0,0,0,0,0,0,0,0,1
"ENSG00000048649.13",3675,2370,2342,2449,2396,2911,2429,1596,2850,3416,2692
"ENSG00000048707.13",7765,6579,6481,6827,7388,10188,7076,6291,6890,7439,7165
"ENSG00000048740.18",3323,2014,2561,1931,2464,4430,2720,2008,2111,4547,3065
"ENSG00000048828.16",5128,5973,6438,5502,6258,7380,5328,3506,6283,7382,6905
"ENSG00000048991.16",1090,887,916,756,918,1137,886,553,857,1142,1070
"ENSG00000049089.13",61,14,14,9,17,4,17,13,16,32,15
"ENSG00000049130.14",1173,490,576,230,593,1164,486,259,558,769,596
"ENSG00000049167.13",238,198,178,150,180,280,184,125,182,239,220
"ENSG00000049192.14",268,378,211,639,477,467,459,589,186,120,229
"ENSG00000049239.12",9020,6362,6774,5563,8308,6495,9440,7739,7998,8398,6918
"ENSG00000049245.12",3075,2814,2812,2317,2895,3695,2851,2369,2950,3087,3090
"ENSG00000049246.14",2757,342,294,369,238,190,1304,725,1044,1785,485
"ENSG00000049247.13",3,2,0,1,0,1,0,1,9,0,1
"ENSG00000049249.8",3,30,1,9,19,6,7,19,11,3,4
"ENSG00000049283.17",1,9,1,6,11,0,0,3,35,1,2
"ENSG00000049323.15",14836,16696,13991,15495,15143,28773,15685,13652,24956,22045,18543
"ENSG00000049449.8",4628,4510,4171,3525,4526,7949,4332,3169,4885,5138,4662
"ENSG00000049540.16",13285,2566,3367,2201,5080,9229,5901,2870,3375,11679,4759
"ENSG00000049541.10",254,339,286,265,318,488,241,245,284,276,297
"ENSG00000049618.22",6148,3712,3302,3320,3641,3897,4462,2893,3926,5068,4164
"ENSG00000049656.13",1524,1988,1667,1188,1730,2410,1486,1138,1712,1570,1738
"ENSG00000049759.17",521,937,340,622,487,843,273,372,473,1092,693
"ENSG00000049768.14",9,1,1,0,8,1,3,6,13,1,3
"ENSG00000049769.12",250,162,222,181,235,224,211,101,187,289,180
"ENSG00000049860.13",2361,15792,1654,1301,3508,1785,2056,3034,21150,1932,1850
"ENSG00000049883.14",348,249,269,190,265,282,327,197,322,321,290
"ENSG00000050030.13",265,30,42,63,76,101,60,18,28,187,139
"ENSG00000050130.17",564,627,365,276,444,667,409,448,476,411,448
"ENSG00000050165.17",7558,3957,3012,4709,4561,5259,7628,4234,3268,8069,5511
"ENSG00000050327.14",284,432,321,301,297,256,215,179,550,354,332
"ENSG00000050344.8",36,83,64,42,92,59,111,152,204,23,82
"ENSG00000050393.11",1076,814,734,746,913,1074,906,569,826,1066,925
"ENSG00000050405.13",3165,4568,2464,4598,4093,4744,4381,3941,5074,2202,3739
"ENSG00000050426.15",689,526,361,471,487,476,545,496,539,628,513
"ENSG00000050438.16",40,140,56,43,93,82,77,299,85,35,56
"ENSG00000050555.17",288,1383,27,229,1722,114,135,2195,831,28,47
"ENSG00000050628.20",2333,2887,5517,2279,2800,1892,2530,1441,2879,6830,7078
"ENSG00000050730.15",2,10,6,8,5,2,0,14,6,0,6
"ENSG00000050748.17",1373,1243,1136,1119,1166,1466,1273,719,1308,1838,1440
"ENSG00000050767.15",96,46,19,38,47,213,41,40,47,6,21
"ENSG00000050820.16",2878,2664,2512,2830,3062,3339,2446,2347,2289,2649,2455
"ENSG00000051009.10",615,512,429,464,457,650,497,344,379,541,490
"ENSG00000051108.14",2118,3326,1879,1433,2216,2136,1769,1786,2749,1955,1773
"ENSG00000051128.18",456,674,486,487,691,652,573,422,487,558,511
"ENSG00000051180.16",43,44,70,34,53,92,56,36,46,92,101
